mutual_fund_name,main_scheme_name,sfin,monthly_aum_value,aum_in_mil,portfolio_data_0,portfolio_data_1,page,table
SBI Life Insurance Fund,GROWTH PENSION FUND,ULIF008150207PEGRWTHFND111),632.06,6320.6,Others,0.25%,17,tbl_0
SBI Life Insurance Fund,GROWTH PENSION FUND,ULIF008150207PEGRWTHFND111),632.06,6320.6,Total,18.92%,17,tbl_0
SBI Life Insurance Fund,GROWTH PENSION FUND,ULIF008150207PEGRWTHFND111),632.06,6320.6,Money Market,4.94%,17,tbl_0
SBI Life Insurance Fund,GROWTH PENSION FUND,ULIF008150207PEGRWTHFND111),632.06,6320.6,Grand Total,100%,17,tbl_0


SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,ASSET CATEGORY,,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Equity,% of AUM,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,1 HDFC Bank Ltd.,4.15%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,2 ICICI Bank Ltd,4.10%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,3 Reliance Industries Ltd.,3.77%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,4 Larsen & Toubro Ltd.,2.17%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,5 Bharti Airtel Ltd.,2.06%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,6 Kotak PSU Bank ETF,1.92%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,7 Infosys Limited,1.71%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,8 Axis Bank Ltd.,1.48%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,9 Mahindra & Mahindra Ltd.,1.28%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,ICICI Prudential Private Banks Etf Split,1.20%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Others,24.30%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Total,48.16%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Corporate Debt,% of AUM,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,1 6.90% IRFC B & D 05-06-2035 150,5.43%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,2 7.61% LIC Housing Fin B & D 29-08-2034,2.76%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,3 8.05% Muthoot Finance Limited B & D 16-10-2030 45-A Opt Ii,1.87%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,4 6.85% Nabard B & D 19-01-2029 26 B,1.85%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,5 7.90% Torrent Investments Limited B & D 19-08-2028 I,1.25%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,6 7.17% IRFC B & D 27-04-2035 188,0.98%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,7 7.80% HDFC Bank B & D 03-05-2033 US-002,0.63%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,8 7.95% LIC Housing Fin B & D 29-01-2028 359,0.63%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,9 7.20% NABARD B & D 21-10-2031 LTIF A 1,0.62%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,7.97% HDFC Bank B & D 17-02-2033 Ab-002,0.38%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Others,0.57%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Total,16.97%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Government Securities,% of AUM,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,1 6.79% GOI CG 07-10-2034,8.95%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,2 6.48% Goi Cg 06-10-2035,6.13%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,3 7.10% GOI CG 08-04-2034,2.93%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,4 7.18% GOI CG 14-08-2033,2.56%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,5 7.18% GOI CG 24-07-2037,2.30%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,6 7.25% GOI CG 12-06-2063,1.58%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,7 7.30% GOI CG 19-06-2053,1.11%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,8 7.34% GOI CG 22-04-2064,0.86%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,9 7.45% Maharashtra SDL 20-03-2037,0.62%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,7.50% GOI CG 10-08-2034,0.13%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Others,0.25%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Total,27.44%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Money Market,7.43%,18,tbl_0
SBI Life Insurance Fund,BALANCED PENSION FUND,ULIF009210207PEBALANFND111),805.18,8051.8,Grand Total,100%,18,tbl_0


SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,ASSET CATEGORY,,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,Equity,% of AUM,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,1 ICICI Bank Ltd,6.87%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,2 HDFC Bank Ltd.,6.86%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,3 Reliance Industries Ltd.,6.23%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,4 Bharti Airtel Ltd.,3.70%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,5 Larsen & Toubro Ltd.,3.56%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,6 Kotak PSU Bank ETF,3.18%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,7 Axis Bank Ltd.,2.79%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,8 Infosys Limited,2.49%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,9 Mahindra & Mahindra Ltd.,2.07%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,ICICI Prudential Private Banks Etf Split,1.91%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,Others,41.28%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,Total,80.93%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,Money Market,19.07%,19,tbl_0
SBI Life Insurance Fund,EQUITY OPTIMISER PENSION FUND,ULIF011210108PEEQOPTFND111),975.66,9756.6,Grand Total,100%,19,tbl_0


SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,ASSET CATEGORY,,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,Equity,% of AUM,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,1 HDFC Bank Ltd.,8.86%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,2 Reliance Industries Ltd.,8.54%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,3 ICICI Bank Ltd,8.37%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,4 Infosys Limited,6.42%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,5 Bharti Airtel Ltd.,4.75%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,6 Larsen & Toubro Ltd.,4.56%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,7 Tata Consultancy Services Ltd.,3.80%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,8 Axis Bank Ltd.,3.37%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,9 Mahindra & Mahindra Ltd.,2.75%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,ITC Ltd.,2.74%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,Others,44.87%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,Total,99.01%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,Money Market,0.99%,20,tbl_0
SBI Life Insurance Fund,INDEX PENSION FUND,ULIF017180110PEINDEXFND111),27.20,272.0,Grand Total,100%,20,tbl_0


SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,ASSET CATEGORY,,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,Equity,% of AUM,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,1 HDFC Bank Ltd.,7.45%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,2 ICICI Bank Ltd,6.22%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,3 Reliance Industries Ltd.,4.69%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,4 Bharti Airtel Ltd.,3.32%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,5 Ge Vernova T&D India Ltd,2.86%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,6 Infosys Limited,2.84%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,7 Axis Bank Ltd.,2.81%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,8 Larsen & Toubro Ltd.,2.72%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,9 Mahindra & Mahindra Ltd.,2.25%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,Kotak Mahindra Bank Ltd. Fv-1,2.20%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,Others,40.66%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,Total,78.01%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,Money Market,21.99%,21,tbl_0
SBI Life Insurance Fund,TOP 300 PENSION FUND,ULIF018180110PETP300FND111),710.24,7102.4,Grand Total,100%,21,tbl_0


SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,ASSET CATEGORY,,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,Corporate Debt,% of AUM,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,1 7.97% MANKIND PHARMA LTD. B & D 16-11-2027,3.41%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,2 8.065% Sundaram Fin B & D 22-05-2026 Y 1,3.28%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,3 8.12% Bajaj Finance Limited B & D 10-09-2027,1.94%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,4 8.90% MUTHOOT FINANCE LIMITED B & D 07-10-2027 37-A OPT I,1.60%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,5 7.98% Bajaj Housing Finance Limited B & D 09-09-2026 31 Trn - 12,1.58%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,6 8.857% Shriram Finance Ltd. B & D 02-09-2027,1.58%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,7 7.58% Nabard 31-07-2026,1.47%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,Total,14.86%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,1 Government Securities,% of AUM,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,2 0.00% GOI FRB_Gsec 04-10-2028,0.68%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,Total,0.68%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,Money Market,84.46%,22,tbl_0
SBI Life Insurance Fund,MONEY MARKET FUND,ULIF005010206MONYMKTFND111),443.51,4435.1,Grand Total,100%,22,tbl_0


SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,ASSET CATEGORY,,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,Corporate Debt,% of AUM,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,1 7.58% Nabard 31-07-2026,4.58%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,2 7.97% MANKIND PHARMA LTD. B & D 16-11-2027,2.84%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,3 7.98% Bajaj Housing Finance Limited B & D 09-09-2026 31 Trn - 12,2.11%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,4 8.857% Shriram Finance Ltd. B & D 02-09-2027,1.41%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,5 8.12% Bajaj Finance Limited B & D 10-09-2027,1.07%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,6 8.065% Sundaram Fin B & D 22-05-2026 Y 1,1.06%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,7 8.90% MUTHOOT FINANCE LIMITED B & D 07-10-2027 37-A OPT I,0.36%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,Total,13.42%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,1 Government Securities,% of AUM,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,2 0.00% GOI FRB_Gsec 04-10-2028,1.42%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,Total,1.42%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,Money Market,85.16%,23,tbl_0
SBI Life Insurance Fund,MONEY MARKET PENSION FUND,ULIF013200308PEMNYMTFND111),142.13,1421.3,Grand Total,100%,23,tbl_0


SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Assets Mix (In %) Min Max Actual,AUM (In Crs),24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Equity 0 10 0.00,0.00,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Debt & Money Market 90 100 100.00,2.44,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Total 100,2.44,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,FUND PERFORMANCE*,,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Returns 1 Mth 6 Mths 1 yr 2 yrs,3 yrs,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,GPF070211 Guaranteed Pension Fund 0.67% 3.07% 7.22% 7.16%,6.71% 6.71%,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Benchmark NA NA NA NA,NA NA,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,"^The Guaranteed NAV is applicable only at maturity, and shall be further subject",to the Policy,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,would be recovered from the Fund (through cancellation of units) to provide the,NAV Guarantee.,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Government Securities,% of,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,1 6.75% Goi Cg 23-12-2029,,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,2 3 4 5 6.79% GOI CG 07-10-2034,4.14%,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Total,,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Money Market,,24,tbl_0
SBI Life Insurance Fund,GPF070211 GUARANTEED PENSION FUND,ULIF022090211PEGURNTFND111),2.44,24.4,Grand Total,100%,24,tbl_0


SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,ASSET CATEGORY,,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,Government Securities,% of AUM,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,1 0.00% GOI FRB_Gsec 04-10-2028,8.12%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,2 7.10% GOI CG 18-04-2029,6.27%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,3 7.06% GOI CG 10-04-2028,6.24%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,4 7.04% GOI Cg 03-06-2029,5.58%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,5 7.37% GOI CG 23-10-2028,5.35%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,6 7.26% GOI CG 14-01-2029,4.99%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,7 7.38% GOI CG 20-06-2027,3.30%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,8 364 D TB 28-01-2027,2.67%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,9 364 D TB 01-05-2026,2.31%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,7.17% GOI CG 17-04-2030,2.27%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,Others,34.08%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,Total,81.16%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,Money Market,18.84%,25,tbl_0
SBI Life Insurance Fund,DISCONTINUED POLICY FUND,ULIF024110411DISCOPOFND111),"10,702.94",,Grand Total,100%,25,tbl_0


SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,ASSET CATEGORY,,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Equity,% of AUM,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,1 HDFC Bank Ltd.,8.63%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,2 ICICI Bank Ltd,7.97%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,3 Reliance Industries Ltd.,6.58%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,4 Bharti Airtel Ltd.,4.92%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,5 Larsen & Toubro Ltd.,4.50%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,6 Infosys Limited,3.94%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,7 ICICI Prudential Private Banks Etf Split,3.25%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,8 Mahindra & Mahindra Ltd.,3.17%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,9 Axis Bank Ltd.,2.99%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Bajaj Finance Limitedfv-2Fv-1,2.45%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Others,51.05%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Total,99.43%,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,Corporate Debt,% of AUM,26,tbl_0
SBI Life Insurance Fund,EQUITY PENSION FUND II,ULIF027300513PEEQIT2FND111),"12,141.31",,1,,26,tbl_0
