,Scheme_Name,Benchmark,RegularPercent,DirectPercent,mfId,date
2203,Motilal Oswal S&P 500 Index Fund,S&P 500 Total Return Index,0.17,0.16,55,07-jul-2022
2204,Motilal Oswal S&P BSE Low Volatility ETF,S&P BSE Low Volatility Total Return Index,0.34,,55,07-jul-2022
2205,Motilal Oswal S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility Total Return Index,1.67,1.67,55,07-jul-2022
2206,Navi Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.13,0.13,54,07-jul-2022
2207,Navi Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.15,0.15,54,07-jul-2022
2208,Navi Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.24,0.24,54,07-jul-2022
2209,Navi Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.31,0.31,54,07-jul-2022
2210,Nippon India ETF Gold BeES,Domestic Price of Gold Index,0.18,,21,07-jul-2022
2211,Nippon India ETF Hang Seng BeES,Hang Seng Total Return Index,0.36,,21,07-jul-2022
2212,Nippon India ETF Nifty 100,NIFTY 100 Total Return Index,0.05,,21,07-jul-2022
2213,Nippon India ETF Nifty 1D Rate Liquid BeES,NIFTY 1D Rate Index,0.06,,21,07-jul-2022
2214,Nippon India ETF Nifty 5 yr Benchmark G-Sec,Nifty 5yr Benchmark G-Sec Index,0.28,,21,07-jul-2022
2215,Nippon India ETF Nifty 50 BeES,NIFTY 50 Total Return Index,0.03,,21,07-jul-2022
2216,Nippon India ETF Nifty 50 Shariah BeES,NIFTY 50 Shariah Total Return Index,0.15,,21,07-jul-2022
2217,Nippon India ETF Nifty 50 Value 20,NIFTY 50 Value 20 Total Return Index,0.11,,21,07-jul-2022
2218,Nippon India ETF Nifty 8-13 yr G-Sec Long Term Gilt,NIFTY 8-13 yr G-Sec Index,0.48,,21,07-jul-2022
2219,Nippon India ETF Nifty Bank BeES,NIFTY Bank Total Return Index,0.04,,21,07-jul-2022
2220,Nippon India ETF Nifty CPSE Bond Plus SDL Sep 2024 50:50,Nifty CPSE Bond Plus SDL Sep 2024 50:50 Index,0.78,,21,07-jul-2022
2221,Nippon India ETF Nifty Dividend Opportunities 50,NIFTY Dividend Opportunities 50 Total Return Index,0.2,,21,07-jul-2022
2222,Nippon India ETF Nifty India Consumption,NIFTY India Consumption Total Return Index,0.09,,21,07-jul-2022
2223,Nippon India ETF Nifty Infrastructure BeES,NIFTY Infrastructure Total Return Index,0.15,,21,07-jul-2022
2224,Nippon India ETF Nifty IT,NIFTY IT Total Return Index,0.06,,21,07-jul-2022
2225,Nippon India ETF Nifty Midcap 150,NIFTY Midcap 150 Total Return Index,0.11,,21,07-jul-2022
2226,Nippon India ETF Nifty Next 50 Junior BeES,NIFTY Next 50 Total Return Index,0.06,,21,07-jul-2022
2227,Nippon India ETF Nifty PSU Bank BeES,NIFTY PSU Bank Total Return Index,0.13,,21,07-jul-2022
2228,Nippon India ETF Nifty SDL Apr 2026 Top 20 Equal Weight,Nifty SDL Apr 2026 Top 20 Equal Weight Index,1.62,,21,07-jul-2022
2229,Nippon India ETF S&P BSE Sensex,S&P BSE Sensex Total Return Index,0.06,,21,07-jul-2022
2230,Nippon India ETF S&P BSE Sensex Next 50,S&P BSE Sensex Next 50 Total Return Index,0.14,,21,07-jul-2022
2231,Nippon India Index Nifty 50,NIFTY 50 Total Return Index,0.06,0.04,21,07-jul-2022
2232,Nippon India Index S&P BSE Sensex,S&P BSE Sensex Total Return Index,0.09,0.09,21,07-jul-2022
2233,Nippon India Nifty 50 Value 20 Index Fund,NIFTY 50 Value 20 Total Return Index,0.14,0.13,21,07-jul-2022
2234,Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund,Nifty AAA CPSE Bond Plus SDL Apr 2027 60:40 Index,1.17,1.17,21,07-jul-2022
2235,Nippon India Nifty Auto ETF,NIFTY Auto Total Return Index,0.16,,21,07-jul-2022
2236,Nippon India Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.17,0.17,21,07-jul-2022
2237,Nippon India Nifty Pharma ETF,NIFTY Pharma Total Return Index,0.1,,21,07-jul-2022
2238,Nippon India Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.23,0.23,21,07-jul-2022
2239,Nippon India Silver ETF,Domestic Price of Silver Index,0.83,,21,07-jul-2022
2240,Quantum Gold Fund,Domestic Price of Gold,4.26,,41,07-jul-2022
2241,Quantum Nifty 50 ETF,NIFTY 50 Total Return Index,0.06,,41,07-jul-2022
2242,SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund,Nifty CPSE Bond Plus SDL Sep 2026 50:50 Index,1.46,1.46,22,07-jul-2022
2243,SBI Gold ETF,Domestic Price of Gold,0.36,,22,07-jul-2022
2244,SBI Nifty 10 yr Benchmark G-Sec ETF,NIFTY 10 yr Benchmark G-Sec Index,0.14,,22,07-jul-2022
2245,SBI Nifty 200 Quality 30 ETF,NIFTY 200 Quality 30 Total Return Index,0.05,,22,07-jul-2022
2246,SBI Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,22,07-jul-2022
2247,SBI Nifty Bank ETF,NIFTY Bank Total Return Index,0.04,,22,07-jul-2022
2248,SBI Nifty Consumption ETF,NIFTY India Consumption Total Return Index,0.05,,22,07-jul-2022
2249,SBI Nifty Index Fund,NIFTY 50 Total Return Index,0.03,0.03,22,07-jul-2022
2250,SBI Nifty IT ETF,NIFTY IT Total Return Index,0.05,,22,07-jul-2022
2251,SBI Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.05,,22,07-jul-2022
2252,SBI Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.08,0.07,22,07-jul-2022
2253,SBI Nifty Private Bank ETF,Nifty Private Bank TRI,0.18,,22,07-jul-2022
2254,SBI S&P BSE 100 ETF,S&P BSE 100 Total Return Index,0.04,,22,07-jul-2022
2255,SBI S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.03,,22,07-jul-2022
2256,SBI S&P BSE Sensex Next 50 ETF,S&P BSE Sensex Next 50 Total Return Index,0.09,,22,07-jul-2022
2257,Sundaram Nifty 100 Equal Weight Fund,NIFTY 100 Equal Weighted Total Return Index,0.47,0.47,33,07-jul-2022
2258,Tata Nifty 50 ETF,NIFTY 50 Total Return Index,0.1,,25,07-jul-2022
2259,Tata Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.11,0.11,25,07-jul-2022
2260,Tata Nifty India Digital ETF,Nifty India Digital Total Return Index,1.73,,25,07-jul-2022
2261,Tata Nifty Private Bank ETF,Nifty Private Bank TRI,0.21,,25,07-jul-2022
2262,Tata Nifty SDL Plus AAA PSU Bond Dec 2027 60:40 Index Fund,Nifty SDL Plus AAA PSU Bond Dec 2027 60: 40 Index,1.78,1.78,25,07-jul-2022
2263,Tata S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.15,0.15,25,07-jul-2022
2264,Taurus Nifty 50 Index,NIFTY 50 Total Return Index,1.04,1.04,26,07-jul-2022
2265,UTI Gold ETF,Domestic Price of Gold,0.26,,28,07-jul-2022
2266,UTI Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,28,07-jul-2022
2267,UTI Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.03,0.03,28,07-jul-2022
2268,UTI Nifty Bank ETF,NIFTY Bank Total Return Index,0.04,,28,07-jul-2022
2269,UTI Nifty Midcap 150 Quality 50 Index Fund,NIFTY Midcap150 Quality 50 Total Return Index,0.1,0.1,28,07-jul-2022
2270,UTI Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.04,,28,07-jul-2022
2271,UTI Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.07,0.07,28,07-jul-2022
2272,UTI Nifty200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.29,0.28,28,07-jul-2022
2273,UTI S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility Total Return Index,0.07,0.07,28,07-jul-2022
2274,UTI S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.03,,28,07-jul-2022
2275,UTI S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.2,0.19,28,07-jul-2022
2276,UTI S&P BSE Sensex Next 50 ETF,S&P BSE Sensex Next 50 Total Return Index,0.1,,28,07-jul-2022
2277,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU - Apr 2025 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2025,0.55,0.55,3,08-jul-2022
2278,Aditya Birla Sun Life CRISIL IBX 60:40 SDL + AAA PSU Apr 2027 Index Fund,CRISIL IBX 60:40 SDL + AAA PSU Index - April 2027,0.9,0.9,3,08-jul-2022
2279,Aditya Birla Sun Life CRISIL IBX AAA Jun 2023 Index Fund,CRISIL IBX AAA Index - June 2023,0.28,0.28,3,08-jul-2022
2280,Aditya Birla Sun Life Gold ETF,Domestic Price of Gold,0.24,,3,08-jul-2022
2281,Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.1,0.1,3,08-jul-2022
2282,Aditya Birla Sun Life Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,3,08-jul-2022
2283,Aditya Birla Sun Life Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.07,0.06,3,08-jul-2022
2284,Aditya Birla Sun Life Nifty Bank ETF,NIFTY Bank Total Return Index,0.06,,3,08-jul-2022
2285,Aditya Birla Sun Life Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.02,,3,08-jul-2022
2286,Aditya Birla Sun Life Nifty IT ETF,NIFTY IT Total Return Index,0.32,,3,08-jul-2022
2287,Aditya Birla Sun Life Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.14,0.14,3,08-jul-2022
2288,Aditya Birla Sun Life Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.05,,3,08-jul-2022
2289,Aditya Birla Sun Life Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.3,0.3,3,08-jul-2022
2290,Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund,Nifty SDL Apr 2027 Index,1.55,1.55,3,08-jul-2022
2291,Aditya Birla Sun Life Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund,Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,1.26,1.26,3,08-jul-2022
2292,Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.16,0.15,3,08-jul-2022
2293,Aditya Birla Sun Life S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.04,,3,08-jul-2022
2294,Aditya Birla Sun Life Silver ETF,Domestic Price of Silver,2.49,,3,08-jul-2022
2295,Axis CRISIL IBX 70:30 CPSE Plus SDL April 2025 Index Fund,CRISIL IBX 70:30 CPSE Plus SDL - April 2025,0.58,0.58,53,08-jul-2022
2296,Axis CRISIL IBX SDL May 2027 Index Fund,CRISIL IBX SDL Index - May 2027,1.22,1.22,53,08-jul-2022
2297,Axis Gold ETF,Domestic Price of Gold,0.41,,53,08-jul-2022
2298,Axis Nifty 100 Index Fund,NIFTY 100 Total Return Index,0.26,0.25,53,08-jul-2022
2299,Axis Nifty 50 ETF,NIFTY 50 Total Return Index,0.07,,53,08-jul-2022
2300,Axis Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.49,0.49,53,08-jul-2022
2301,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,1.06,,53,08-jul-2022
2302,Axis NIFTY Bank ETF,NIFTY Bank Total Return Index,0.09,,53,08-jul-2022
2303,Axis NIFTY Healthcare ETF,NIFTY Healthcare Total Return Index.,0.12,,53,08-jul-2022
2304,Axis NIFTY India Consumption ETF,NIFTY India Consumption Total Return Index,0.37,,53,08-jul-2022
2305,Axis NIFTY IT ETF,NIFTY IT Total Return Index,0.12,,53,08-jul-2022
2306,Axis Nifty Midcap 50 Index Fund,NIFTY Midcap 50 Total Return Index,2.56,2.56,53,08-jul-2022
2307,Axis Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.54,0.54,53,08-jul-2022
2308,Axis Nifty Smallcap 50 Index Fund,NIFTY Smallcap 50 Total Return Index,0.68,0.68,53,08-jul-2022
2309,BHARAT 22 ETF,S&P BSE Bharat 22 Total Return Index,0.16,,20,08-jul-2022
2310,BHARAT Bond ETF - April 2023,NIFTY Bharat Bond Index Series - April 2023,0.48,,47,08-jul-2022
2311,BHARAT Bond ETF - April 2025,NIFTY Bharat Bond Index Series - April 2025,1.02,,47,08-jul-2022
2312,BHARAT Bond ETF - April 2030,NIFTY Bharat Bond Index Series - Apri 2030,1.68,,47,08-jul-2022
2313,BHARAT Bond ETF - April 2031,NIFTY Bharat Bond Index Series - Apri 2031,1.96,,47,08-jul-2022
2314,BHARAT Bond ETF - April 2032,Nifty BHARAT Bond Index - April 2032,2.47,,47,08-jul-2022
2315,CPSE ETF,NIFTY CPSE Total Return Index,0.23,,21,08-jul-2022
2316,DSP NIFTY 1D Rate Liquid ETF,NIFTY 1D Rate Index,0.04,,6,08-jul-2022
2317,DSP NIFTY 50 Equal Weight ETF,NIFTY 50 Equal Weight Total Return Index,0.08,,6,08-jul-2022
2318,DSP Nifty 50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.08,0.07,6,08-jul-2022
2319,DSP Nifty 50 ETF,NIFTY 50 Total Return Index,0.15,,6,08-jul-2022
2320,DSP Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.06,0.06,6,08-jul-2022
2321,DSP Nifty Midcap 150 Quality 50 ETF,NIFTY Midcap150 Quality 50 Total Return Index,0.16,,6,08-jul-2022
2322,DSP Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.12,0.12,6,08-jul-2022
2323,DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund,Nifty SDL Plus G-Sec Jun 2028 30:70 Index,0.9,0.9,6,08-jul-2022
2324,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund,CRISIL IBX 50:50 PSU Plus SDL Index - October 2025,0.68,0.67,47,08-jul-2022
2325,Edelweiss ETF - Nifty Bank,NIFTY Bank Total Return Index,0.14,,47,08-jul-2022
2326,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund,MSCI India Domestic & World Healthcare 45 Index,1.06,1.06,47,08-jul-2022
2327,Edelweiss Nifty 100 Quality 30 Index Fund,NIFTY 100 Quality 30 Total Return Index,1.64,0.34,47,08-jul-2022
2328,Edelweiss Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.55,0.55,47,08-jul-2022
2329,Edelweiss NIFTY Large Mid Cap 250 Index Fund,NIFTY Large Midcap 250 Total Return Index,0.29,0.29,47,08-jul-2022
2330,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund,Nifty PSU Bond Plus SDL Apr 2026 50:50 Index,1.25,1.25,47,08-jul-2022
2331,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index,Nifty PSU Bond Plus SDL Apr 2027 50:50 Index,1.47,1.47,47,08-jul-2022
2332,Franklin India NSE Nifty 50 Index,NIFTY 50 Total Return Index,0.27,0.27,27,08-jul-2022
2333,HDFC Gold Exchange Traded Fund.,Domestic Price of Gold,0.28,0.28,9,08-jul-2022
2334,HDFC Index Fund Nifty 50 Plan,NIFTY 50 Total Return Index,0.05,0.05,9,08-jul-2022
2335,HDFC Index S&P BSE Sensex Fund,S&P BSE Sensex Total Return Index,0.04,0.04,9,08-jul-2022
2336,HDFC NIFTY 100 Equal Weight Index Fund,NIFTY 100 Equal Weighted Total Return Index,0.36,0.36,9,08-jul-2022
2337,HDFC Nifty 100 Index Fund,NIFTY 100 Total Return Index,0.43,0.42,9,08-jul-2022
2338,HDFC Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,9,08-jul-2022
2339,HDFC NIFTY Bank ETF,NIFTY Bank Total Return Index,0.05,,9,08-jul-2022
2340,HDFC NIFTY Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.19,0.19,9,08-jul-2022
2341,HDFC NIFTY50 Equal Weight Index Fund,NIFTY 50 Equal Weight Total Return Index,0.12,0.11,9,08-jul-2022
2342,HDFC S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.06,,9,08-jul-2022
2343,HSBC CRISIL IBX 50:50 Gilt Plus SDL Apr 2028 Index Fund,CRISIL IBX 50:50 Gilt Plus SDL Index - April 2028,0.84,0.84,37,08-jul-2022
2344,HSBC Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.1,0.1,37,08-jul-2022
2345,HSBC Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.15,0.15,37,08-jul-2022
2346,ICICI Prudential Gold ETF,Domestic Price of Gold,0.41,,20,08-jul-2022
2347,ICICI Prudential NASDAQ 100 Index Fund,Nasdaq 100 Total Return Index,45.2,45.19,20,08-jul-2022
2348,ICICI Prudential Nifty 100 ETF,NIFTY 100 Total Return Index,0.04,,20,08-jul-2022
2349,ICICI Prudential Nifty 100 Low Volatility 30 ETF,NIFTY 100 Low Volatility 30 Total Return Index,0.05,,20,08-jul-2022
2350,ICICI Prudential Nifty 5 yr Benchmark G-SEC ETF,Nifty 5yr Benchmark G-Sec Index,0.27,,20,08-jul-2022
2351,ICICI Prudential Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,20,08-jul-2022
2352,ICICI Prudential Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.08,0.08,20,08-jul-2022
2353,ICICI Prudential Nifty Alpha Low- Volatility 30 ETF,Nifty Alpha Low-Volatility 30 Total Return Index,0.1,,20,08-jul-2022
2354,ICICI Prudential Nifty Auto ETF,NIFTY Auto Total Return Index,0.07,,20,08-jul-2022
2355,ICICI Prudential Nifty Bank ETF,NIFTY Bank Total Return Index,0.04,,20,08-jul-2022
2356,ICICI Prudential Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.82,0.82,20,08-jul-2022
2357,ICICI Prudential Nifty FMCG ETF,NIFTY FMCG Total Return Index,0.07,,20,08-jul-2022
2358,ICICI Prudential Nifty Healthcare ETF,NIFTY Healthcare Total Return Index.,0.04,,20,08-jul-2022
2359,ICICI Prudential Nifty India Consumption ETF,NIFTY India Consumption Total Return Index,0.12,,20,08-jul-2022
2360,ICICI Prudential Nifty IT ETF,NIFTY IT Total Return Index,0.06,,20,08-jul-2022
2361,ICICI Prudential Nifty Midcap 150 ETF,NIFTY Midcap 150 Total Return Index,0.09,,20,08-jul-2022
2362,ICICI Prudential Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.25,0.25,20,08-jul-2022
2363,ICICI Prudential Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.06,,20,08-jul-2022
2364,ICICI Prudential Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.08,0.08,20,08-jul-2022
2365,ICICI Prudential Nifty Private Bank ETF,Nifty Private Bank TRI,0.05,,20,08-jul-2022
2366,ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund,Nifty PSU Bond Plus SDL Sep 2027 40:60 Index,1.44,1.44,20,08-jul-2022
2367,ICICI Prudential Nifty SDL Sep 2027 Index Fund,Nifty SDL Sep 2027 Index,1.98,1.98,20,08-jul-2022
2368,ICICI Prudential Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,2.79,2.77,20,08-jul-2022
2369,ICICI Prudential Nifty50 Value 20 ETF,NIFTY 50 Value 20 Total Return Index,0.06,,20,08-jul-2022
2370,ICICI Prudential S&P BSE 500 ETF,S&P BSE 500 Total Return Index,0.03,,20,08-jul-2022
2371,ICICI Prudential S&P BSE Liquid Rate ETF,S&P BSE Liquid Rate Index,0.22,,20,08-jul-2022
2372,ICICI Prudential S&P BSE Midcap Select ETF,S&P BSE Midcap Select Total Return Index,0.05,,20,08-jul-2022
2373,ICICI Prudential S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.04,,20,08-jul-2022
2374,ICICI Prudential S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.1,0.1,20,08-jul-2022
2375,ICICI Prudential Silver ETF,Domestic Price of Silver,1.52,,20,08-jul-2022
2376,IDFC CRISIL IBX Gilt April 2028 Index Fund,CRISIL IBX Gilt April 2028 Index,0.33,0.33,48,08-jul-2022
2377,IDFC CRISIL IBX Gilt June 2027 Index Fund,CRISIL IBX Gilt June 2027 Index,0.2,0.2,48,08-jul-2022
2378,IDFC Nifty 100 Index Fund,NIFTY 100 Total Return Index,9.21,9.21,48,08-jul-2022
2379,IDFC Nifty 50 ETF,NIFTY 50 Total Return Index,0.23,,48,08-jul-2022
2380,IDFC Nifty 50 Index,NIFTY 50 Total Return Index,0.18,0.18,48,08-jul-2022
2381,IDFC S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.22,,48,08-jul-2022
2382,Indiabulls Nifty 50 ETF,NIFTY 50 Total Return Index,0.12,,63,08-jul-2022
2383,Invesco India Gold ETF,Domestic Price of Gold,0.34,,42,08-jul-2022
2384,Invesco India Nifty 50 ETF,NIFTY 50 Total Return Index,0.04,,42,08-jul-2022
2385,Kotak Gold ETF,Domestic Price of Gold,0.42,,17,08-jul-2022
2386,Kotak Nifty 100 Low Volatility 30 ETF,NIFTY 100 Low Volatility 30 Total Return Index,0.38,,17,08-jul-2022
2387,Kotak Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,17,08-jul-2022
2388,Kotak Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.23,0.23,17,08-jul-2022
2389,Kotak Nifty 50 Value 20 ETF,NIFTY 50 Value 20 Total Return Index,0.07,,17,08-jul-2022
2390,Kotak Nifty Alpha 50 ETF,Nifty Alpha 50 Total Return Index,1.84,,17,08-jul-2022
2391,Kotak Nifty Bank ETF,NIFTY Bank Total Return Index,0.05,,17,08-jul-2022
2392,Kotak Nifty IT ETF,NIFTY IT Total Return Index,0.1,,17,08-jul-2022
2393,Kotak Nifty Midcap 50 ETF,NIFTY Midcap 50 Total Return Index,0.2,,17,08-jul-2022
2394,Kotak Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.18,0.18,17,08-jul-2022
2395,Kotak Nifty PSU Bank ETF,NIFTY PSU Bank Total Return Index,0.14,,17,08-jul-2022
2396,Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund,Nifty SDL Apr 2027 Top 12 Equal Weight Index,1.7,1.7,17,08-jul-2022
2397,Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund,Nifty SDL Apr 2032 Top 12 Equal Weight Index,3.61,3.6,17,08-jul-2022
2398,Kotak S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.04,,17,08-jul-2022
2399,LIC MF Nifty 100 ETF,NIFTY 100 Total Return Index,0.05,,18,08-jul-2022
2400,LIC MF Nifty 50 ETF,NIFTY 50 Total Return Index,0.05,,18,08-jul-2022
2401,LIC MF Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.11,0.1,18,08-jul-2022
2402,LIC MF Nifty 8-13 yr G-Sec ETF,NIFTY 8-13 yr G-Sec Index,0.42,,18,08-jul-2022
2403,LIC MF S&P BSE Sensex ETF,S&P BSE Sensex Total Return Index,0.08,,18,08-jul-2022
2404,LIC MF S&P BSE Sensex Index Fund,S&P BSE Sensex Total Return Index,0.17,0.17,18,08-jul-2022
2405,Mirae Asset Hang Seng TECH ETF,Hang Seng TECH Total Return Index,1.82,,45,08-jul-2022
2406,Mirae Asset Nifty 100 ESG Sector Leaders ETF,Nifty 100 ESG Sector Leaders Total Return Index,0.06,,45,08-jul-2022
2407,Mirae Asset Nifty 50 ETF,NIFTY 50 Total Return Index,0.03,,45,08-jul-2022
2408,Mirae Asset Nifty Financial Services ETF,NIFTY Financial Services Total Return Index,0.05,,45,08-jul-2022
2409,Mirae Asset Nifty India Manufacturing ETF,Nifty India Manufacturing Total Return Index,0.11,,45,08-jul-2022
2410,Mirae Asset Nifty Midcap 150 ETF,NIFTY Midcap 150 Total Return Index,0.12,,45,08-jul-2022
2411,Mirae Asset Nifty Next 50 ETF,NIFTY Next 50 Total Return Index,0.07,,45,08-jul-2022
2412,Mirae Asset Nifty SDL Jun 2027 Index Fund,Nifty SDL Jun 2027 Index,1.78,1.78,45,08-jul-2022
2413,Mirae Asset NYSE FANG+ ETF,NYSE FANG+ Total Return Index,0.13,,45,08-jul-2022
2414,Mirae Asset S&P 500 Top 50 ETF,S&P 500 Top 50 Total Return Index,0.24,,45,08-jul-2022
2415,Motilal Oswal MSCI EAFE Top 100 Select Index Fund,MSCI EAFE Top 100 Select Index,12.7,12.69,55,08-jul-2022
2416,Motilal Oswal NASDAQ 100 ETF,Nasdaq 100 Total Return Index,0.1,,55,08-jul-2022
2417,Motilal Oswal Nasdaq Q 50 ETF,NASDAQ Q-50 Total Return Index,1.76,,55,08-jul-2022
2418,Motilal Oswal Nifty 200 Momentum 30 ETF,Nifty 200 Momentum 30 Total Return Index,0.31,,55,08-jul-2022
2419,Motilal Oswal Nifty 200 Momentum 30 Index Fund,Nifty 200 Momentum 30 Total Return Index,0.72,0.73,55,08-jul-2022
2420,Motilal Oswal Nifty 5 year Benchmark G-Sec ETF,Nifty 5yr Benchmark G-Sec Index,0.35,,55,08-jul-2022
2421,Motilal Oswal Nifty 50 ETF,NIFTY 50 Total Return Index,0.1,,55,08-jul-2022
2422,Motilal Oswal Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.07,0.07,55,08-jul-2022
2423,Motilal Oswal Nifty 500 Index Fund,NIFTY 500 Total Return Index,0.07,0.06,55,08-jul-2022
2424,Motilal Oswal Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.15,0.15,55,08-jul-2022
2425,Motilal Oswal Nifty Midcap 100 ETF,NIFTY Midcap 100 Total Return Index,0.13,,55,08-jul-2022
2426,Motilal Oswal Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.17,0.17,55,08-jul-2022
2427,Motilal Oswal Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.12,0.11,55,08-jul-2022
2428,Motilal Oswal Nifty Smallcap 250 Index Fund,NIFTY Smallcap 250 Total Return Index,0.18,0.18,55,08-jul-2022
2429,Motilal Oswal S&P 500 Index Fund,S&P 500 Total Return Index,0.17,0.17,55,08-jul-2022
2430,Motilal Oswal S&P BSE Low Volatility ETF,S&P BSE Low Volatility Total Return Index,0.34,,55,08-jul-2022
2431,Motilal Oswal S&P BSE Low Volatility Index Fund,S&P BSE Low Volatility Total Return Index,1.65,1.65,55,08-jul-2022
2432,Navi Nifty 50 Index Fund,NIFTY 50 Total Return Index,0.13,0.13,54,08-jul-2022
2433,Navi Nifty Bank Index Fund,NIFTY Bank Total Return Index,0.15,0.15,54,08-jul-2022
2434,Navi Nifty Midcap 150 Index Fund,NIFTY Midcap 150 Total Return Index,0.24,0.24,54,08-jul-2022
2435,Navi Nifty Next 50 Index Fund,NIFTY Next 50 Total Return Index,0.31,0.31,54,08-jul-2022
2436,Nippon India ETF Gold BeES,Domestic Price of Gold Index,0.18,,21,08-jul-2022
2437,Nippon India ETF Hang Seng BeES,Hang Seng Total Return Index,0.36,,21,08-jul-2022
2438,Nippon India ETF Nifty 100,NIFTY 100 Total Return Index,0.05,,21,08-jul-2022
2439,Nippon India ETF Nifty 1D Rate Liquid BeES,NIFTY 1D Rate Index,0.06,,21,08-jul-2022
