,0,1,page,table,insur_fund,isin
0,ASSET MIX,,1,table_1,SAMPLE_FUND,123/ABC/2345
1,MMI & Others - Rs 90.81 Cr,,1,table_1,SAMPLE_FUND,123/ABC/2345
2,4.27%,,1,table_1,SAMPLE_FUND,123/ABC/2345
3,,Debt - Rs 1378.2 Cr 64.85%,1,table_1,SAMPLE_FUND,123/ABC/2345
4,Equity - Rs 656.3 Cr,,1,table_1,SAMPLE_FUND,123/ABC/2345
5,30.88%,,1,table_1,SAMPLE_FUND,123/ABC/2345
6,10.50%,10.07%,1,table_1,SAMPLE_FUND,123/ABC/2345
7,9.51%,9.58%,1,table_1,SAMPLE_FUND,123/ABC/2345
8,8.61%,,1,table_1,SAMPLE_FUND,123/ABC/2345
9,7.90%,8.22% 8.10%,1,table_1,SAMPLE_FUND,123/ABC/2345
10,7.05% 7.37%,,1,table_1,SAMPLE_FUND,123/ABC/2345
11,2 Year* 3 Year* 4 Year*,5 Year* Since Inception*,1,table_1,SAMPLE_FUND,123/ABC/2345
12,Benchmark Return,,1,table_1,SAMPLE_FUND,123/ABC/2345
13,Above Fund Returns are after deduction of Fund Management Charges (FMC),,1,table_1,SAMPLE_FUND,123/ABC/2345
14,TOP 10 EQUITIES IN THE FUND,,1,table_1,SAMPLE_FUND,123/ABC/2345
15,Security Name,% of AUM,1,table_1,SAMPLE_FUND,123/ABC/2345
16,ICICI BANK LIMITED,3.33%,1,table_1,SAMPLE_FUND,123/ABC/2345
17,HOUSING DEVELOPMENT FINANCE CORP BANK,3.04%,1,table_1,SAMPLE_FUND,123/ABC/2345
18,RELIANCE INDUSTRIES LIMITED,1.69%,1,table_1,SAMPLE_FUND,123/ABC/2345
19,INFOSYS LIMITED,1.58%,1,table_1,SAMPLE_FUND,123/ABC/2345
20,LARSEN & TOUBRO LIMITED,1.52%,1,table_1,SAMPLE_FUND,123/ABC/2345
21,BHARTI AIRTEL LIMITED,1.45%,1,table_1,SAMPLE_FUND,123/ABC/2345
22,KOTAK MAHINDRA BANK LIMITED,1.43%,1,table_1,SAMPLE_FUND,123/ABC/2345
23,STATE BANK OF INDIA,1.37%,1,table_1,SAMPLE_FUND,123/ABC/2345
24,MAHINDRA & MAHINDRA LIMITED,1.15%,1,table_1,SAMPLE_FUND,123/ABC/2345
25,TITAN COMPANY LIMITED,0.97%,1,table_1,SAMPLE_FUND,123/ABC/2345
26,TOP 10 GOVERNMENT SECURITIES IN THE FUND,,1,table_1,SAMPLE_FUND,123/ABC/2345
27,Security Name,% of AUM,1,table_1,SAMPLE_FUND,123/ABC/2345
28,6.90 GOI 15 APRIL 2065,16.20%,1,table_1,SAMPLE_FUND,123/ABC/2345
29,6.79 SGB 02 DECEMBER 2034,4.72%,1,table_1,SAMPLE_FUND,123/ABC/2345
30,7.72 MADHYA PRADESH SDL 18 FEB 2045,2.14%,1,table_1,SAMPLE_FUND,123/ABC/2345
31,7.30 GOI 19 JUNE 2053,2.10%,1,table_1,SAMPLE_FUND,123/ABC/2345
32,7.43 GOI 19 JAN 2076,1.92%,1,table_1,SAMPLE_FUND,123/ABC/2345
33,7.40 GOI 19 SEPTEMBER 2062,1.17%,1,table_1,SAMPLE_FUND,123/ABC/2345
34,6.28 GOI 14 JULY 2032,1.16%,1,table_1,SAMPLE_FUND,123/ABC/2345
35,7.09 GOI 25 NOVEMBER 2074,0.45%,1,table_1,SAMPLE_FUND,123/ABC/2345
36,7.46 GOI 06 NOVEMBER 2073,0.40%,1,table_1,SAMPLE_FUND,123/ABC/2345
37,7.88 GOI 19 MAR 2030,0.37%,1,table_1,SAMPLE_FUND,123/ABC/2345
38,TOP 10 BONDS IN THE FUND,,1,table_1,SAMPLE_FUND,123/ABC/2345
39,Security Name,% of AUM,1,table_1,SAMPLE_FUND,123/ABC/2345
40,7.80 YES BANK  29 SEP 2027,3.83%,1,table_1,SAMPLE_FUND,123/ABC/2345
41,7.15 INDIAN RAILWAY FINANCE CORP LTD 14 NOVEMBER 2039,2.99%,1,table_1,SAMPLE_FUND,123/ABC/2345
42,7.35 NATIONAL HOUSING BANK 02 JAN 2032,2.31%,1,table_1,SAMPLE_FUND,123/ABC/2345
43,7.08 POWER GRID CORPORATION 25 OCTOBER 2034,2.30%,1,table_1,SAMPLE_FUND,123/ABC/2345
44,7.65 POWER FINANCE CORPORATION 13 NOVEMBER 2037,1.92%,1,table_1,SAMPLE_FUND,123/ABC/2345
45,6.85 NABARD 19 JAN 2029,1.64%,1,table_1,SAMPLE_FUND,123/ABC/2345
46,7.8 YES BANK  01 OCT 2027,1.56%,1,table_1,SAMPLE_FUND,123/ABC/2345
47,7.65 INDIAN RAILWAY FINANCE CORP LTD 30 DECEMBER 2032,1.19%,1,table_1,SAMPLE_FUND,123/ABC/2345
48,7.01 NABARD 16 MAR 2029,1.17%,1,table_1,SAMPLE_FUND,123/ABC/2345
49,8.58 HUDCO (GOI SERVICED) 14 February 2029,1.17%,1,table_1,SAMPLE_FUND,123/ABC/2345
50,ASSET MIX,,2,table_1,SAMPLE_FUND,123/ABC/2345
51,MMI & Others - Rs 6.39 Cr,,2,table_1,SAMPLE_FUND,123/ABC/2345
52,3.37%,,2,table_1,SAMPLE_FUND,123/ABC/2345
53,Equity - Rs 16.86 Cr,,2,table_1,SAMPLE_FUND,123/ABC/2345
54,8.90%,,2,table_1,SAMPLE_FUND,123/ABC/2345
55,,Debt - Rs 166.21 Cr,2,table_1,SAMPLE_FUND,123/ABC/2345
56,,87.73%,2,table_1,SAMPLE_FUND,123/ABC/2345
57,8.31%,8.58% 8.22%,2,table_1,SAMPLE_FUND,123/ABC/2345
58,7.95%,,2,table_1,SAMPLE_FUND,123/ABC/2345
59,7.32%,,2,table_1,SAMPLE_FUND,123/ABC/2345
60,6.42% 6.71% 6.97%,6.65% 6.94%,2,table_1,SAMPLE_FUND,123/ABC/2345
61,2 Year* 3 Year* 4 Year*,5 Year* Since Inception*,2,table_1,SAMPLE_FUND,123/ABC/2345
62,Benchmark Return,,2,table_1,SAMPLE_FUND,123/ABC/2345
63,Above Fund Returns are after deduction of Fund Management Charges (FMC),,2,table_1,SAMPLE_FUND,123/ABC/2345
64,TOP 10 EQUITIES IN THE FUND,,2,table_1,SAMPLE_FUND,123/ABC/2345
65,Security Name,% of AUM,2,table_1,SAMPLE_FUND,123/ABC/2345
66,ICICI BANK LIMITED,1.09%,2,table_1,SAMPLE_FUND,123/ABC/2345
67,HOUSING DEVELOPMENT FINANCE CORP BANK,0.94%,2,table_1,SAMPLE_FUND,123/ABC/2345
68,RELIANCE INDUSTRIES LIMITED,0.60%,2,table_1,SAMPLE_FUND,123/ABC/2345
69,LARSEN & TOUBRO LIMITED,0.58%,2,table_1,SAMPLE_FUND,123/ABC/2345
70,NTPC LIMITED,0.50%,2,table_1,SAMPLE_FUND,123/ABC/2345
71,BHARTI AIRTEL LIMITED,0.46%,2,table_1,SAMPLE_FUND,123/ABC/2345
72,INFOSYS LIMITED,0.45%,2,table_1,SAMPLE_FUND,123/ABC/2345
73,AXIS BANK LIMITED,0.41%,2,table_1,SAMPLE_FUND,123/ABC/2345
74,KOTAK MAHINDRA BANK LIMITED,0.41%,2,table_1,SAMPLE_FUND,123/ABC/2345
75,MAHINDRA & MAHINDRA LIMITED,0.34%,2,table_1,SAMPLE_FUND,123/ABC/2345
76,TOP 10 GOVERNMENT SECURITIES IN THE FUND,,2,table_1,SAMPLE_FUND,123/ABC/2345
77,Security Name,% of AUM,2,table_1,SAMPLE_FUND,123/ABC/2345
78,7.43 GOI 19 JAN 2076,18.28%,2,table_1,SAMPLE_FUND,123/ABC/2345
79,6.01 GOI 21 JULY 2030,13.55%,2,table_1,SAMPLE_FUND,123/ABC/2345
80,6.90 GOI 15 APRIL 2065,12.63%,2,table_1,SAMPLE_FUND,123/ABC/2345
81,6.48 GOI 06 OCT 35,7.72%,2,table_1,SAMPLE_FUND,123/ABC/2345
82,8.17 GOI 01 DEC  2044,1.01%,2,table_1,SAMPLE_FUND,123/ABC/2345
83,7.43 ANDHRA PRADESH SDL 05 JUNE 2042,0.95%,2,table_1,SAMPLE_FUND,123/ABC/2345
84,7.46 GOI 06 NOVEMBER 2073,0.66%,2,table_1,SAMPLE_FUND,123/ABC/2345
85,6.95 GOI 16 DEC 2061,0.19%,2,table_1,SAMPLE_FUND,123/ABC/2345
86,6.8 GOI 15 DEC 2060,0.16%,2,table_1,SAMPLE_FUND,123/ABC/2345
87,7.54 GOI 23 MAY 2036,0.07%,2,table_1,SAMPLE_FUND,123/ABC/2345
88,TOP 10 BONDS IN THE FUND,,2,table_1,SAMPLE_FUND,123/ABC/2345
89,Security Name,% of AUM,2,table_1,SAMPLE_FUND,123/ABC/2345
90,6.85 NABARD 19 JAN 2029,4.85%,2,table_1,SAMPLE_FUND,123/ABC/2345
91,7.12 POWER GRID CORPORATION 24 DECEMBER 2034,4.14%,2,table_1,SAMPLE_FUND,123/ABC/2345
92,7.80 YES BANK  29 SEP 2027,4.11%,2,table_1,SAMPLE_FUND,123/ABC/2345
93,8.09 RURAL ELECTRIFICATION CORPORATION LIMITED 21 MAR 2028 -,2.70%,2,table_1,SAMPLE_FUND,123/ABC/2345
94,7.65 INDIAN RAILWAY FINANCE CORP LTD 30 DECEMBER 2032,2.67%,2,table_1,SAMPLE_FUND,123/ABC/2345
95,7.37 NABARD 28 MAY 2035,2.63%,2,table_1,SAMPLE_FUND,123/ABC/2345
96,7.15 INDIAN RAILWAY FINANCE CORP LTD 14 NOVEMBER 2039,2.58%,2,table_1,SAMPLE_FUND,123/ABC/2345
97,7.50 POWERGRID CORPORATION 24 AUGUST 2033,1.70%,2,table_1,SAMPLE_FUND,123/ABC/2345
98,6.8 SBI 21 AUG 2035 TIER-2 (CALL DATE 21 AUG 2030),1.52%,2,table_1,SAMPLE_FUND,123/ABC/2345
99,7.85 INDIAN RAILWAY FINANCE CORPORATION 01 JUL 2034,1.08%,2,table_1,SAMPLE_FUND,123/ABC/2345
100,ASSET MIX,,3,table_1,SAMPLE_FUND,123/ABC/2345
101,MMI & Others - Rs 50.1 Cr 4.95%,,3,table_1,SAMPLE_FUND,123/ABC/2345
102,,Debt - Rs 962.83 Cr,3,table_1,SAMPLE_FUND,123/ABC/2345
103,,95.05%,3,table_1,SAMPLE_FUND,123/ABC/2345
104,7.26% 7.50% 7.69%,7.54% 7.46%,3,table_1,SAMPLE_FUND,123/ABC/2345
105,6.89%,,3,table_1,SAMPLE_FUND,123/ABC/2345
106,6.33% 6.48%,6.34% 6.33%,3,table_1,SAMPLE_FUND,123/ABC/2345
107,2 Year* 3 Year* 4 Year*,5 Year* Since Inception*,3,table_1,SAMPLE_FUND,123/ABC/2345
108,Benchmark Return,,3,table_1,SAMPLE_FUND,123/ABC/2345
109,Above Fund Returns are after deduction of Fund Management Charges (FMC),,3,table_1,SAMPLE_FUND,123/ABC/2345
110,TOP 10 EQUITIES IN THE FUND,,3,table_1,SAMPLE_FUND,123/ABC/2345
111,Security Name,% of AUM,3,table_1,SAMPLE_FUND,123/ABC/2345
112,NIL,NA,3,table_1,SAMPLE_FUND,123/ABC/2345
113,TOP 10 GOVERNMENT SECURITIES IN THE FUND,,3,table_1,SAMPLE_FUND,123/ABC/2345
114,Security Name,% of AUM,3,table_1,SAMPLE_FUND,123/ABC/2345
115,7.43 GOI 19 JAN 2076,11.84%,3,table_1,SAMPLE_FUND,123/ABC/2345
116,6.90 GOI 15 APRIL 2065,8.79%,3,table_1,SAMPLE_FUND,123/ABC/2345
117,6.01 GOI 21 JULY 2030,6.43%,3,table_1,SAMPLE_FUND,123/ABC/2345
118,8.30 GOI 02 JUL 2040,5.41%,3,table_1,SAMPLE_FUND,123/ABC/2345
119,6.28 GOI 14 JULY 2032,5.36%,3,table_1,SAMPLE_FUND,123/ABC/2345
120,7.73 HARYANA SDL 18 FEB 2045,3.49%,3,table_1,SAMPLE_FUND,123/ABC/2345
121,7.30 GOI 19 JUNE 2053,3.43%,3,table_1,SAMPLE_FUND,123/ABC/2345
122,8.83 GOI 12 DEC 2041,2.29%,3,table_1,SAMPLE_FUND,123/ABC/2345
123,6.48 GOI 06 OCT 35,2.22%,3,table_1,SAMPLE_FUND,123/ABC/2345
124,7.46 GOI 06 NOVEMBER 2073,1.00%,3,table_1,SAMPLE_FUND,123/ABC/2345
125,TOP 10 BONDS IN THE FUND,,3,table_1,SAMPLE_FUND,123/ABC/2345
126,Security Name,% of AUM,3,table_1,SAMPLE_FUND,123/ABC/2345
127,7.89 BAJAJ HOUSING FINANCE LIMITED 14 JULY 2034,7.62%,3,table_1,SAMPLE_FUND,123/ABC/2345
128,7.15 INDIAN RAILWAY FINANCE CORP LTD 14 NOVEMBER 2039,7.23%,3,table_1,SAMPLE_FUND,123/ABC/2345
129,7.37 NABARD 28 MAY 2035,3.73%,3,table_1,SAMPLE_FUND,123/ABC/2345
130,7.35 NATIONAL HOUSING BANK 02 JAN 2032,3.57%,3,table_1,SAMPLE_FUND,123/ABC/2345
131,7.80 YES BANK  29 SEP 2027,3.39%,3,table_1,SAMPLE_FUND,123/ABC/2345
132,7.72 BAJAJ FINANCE LIMITED 23 MAY 2033,2.51%,3,table_1,SAMPLE_FUND,123/ABC/2345
133,7.64 POWER FINANCE CORP 22 FEB 2033 (PUT OPTION 21.02.26),2.48%,3,table_1,SAMPLE_FUND,123/ABC/2345
134,6.85 NABARD 19 JAN 2029,2.42%,3,table_1,SAMPLE_FUND,123/ABC/2345
135,7.8 YES BANK  01 OCT 2027,1.60%,3,table_1,SAMPLE_FUND,123/ABC/2345
136,8.65 INDIA INFRADEBT LIMITED 22 MAR 2026,1.12%,3,table_1,SAMPLE_FUND,123/ABC/2345
137,FUND PROFILE,,3,table_1,SAMPLE_FUND,123/ABC/2345
138,Modified Duration (Debt & Money Market Instruments),7.26,3,table_1,SAMPLE_FUND,123/ABC/2345
139,Average Maturity (In Years),17.24,3,table_1,SAMPLE_FUND,123/ABC/2345
140,Yield to Maturity,7.18%,3,table_1,SAMPLE_FUND,123/ABC/2345
141,Beta,0.80,3,table_1,SAMPLE_FUND,123/ABC/2345
142,ASSET MIX,,4,table_1,SAMPLE_FUND,123/ABC/2345
143,MMI & Others - Rs 8.4 Cr,,4,table_1,SAMPLE_FUND,123/ABC/2345
144,2.48%,,4,table_1,SAMPLE_FUND,123/ABC/2345
145,,Debt - Rs 160.08 Cr,4,table_1,SAMPLE_FUND,123/ABC/2345
146,,47.16%,4,table_1,SAMPLE_FUND,123/ABC/2345
147,Equity - Rs 170.93 Cr 50.36%,,4,table_1,SAMPLE_FUND,123/ABC/2345
148,13.22%,,4,table_1,SAMPLE_FUND,123/ABC/2345
149,10.66% 10.64%,10.26% 9.91%,4,table_1,SAMPLE_FUND,123/ABC/2345
150,8.77%,9.19% 8.44%,4,table_1,SAMPLE_FUND,123/ABC/2345
151,7.55% 7.36%,,4,table_1,SAMPLE_FUND,123/ABC/2345
152,2 Year* 3 Year* 4 Year*,5 Year* Since Inception*,4,table_1,SAMPLE_FUND,123/ABC/2345
153,Benchmark Return,,4,table_1,SAMPLE_FUND,123/ABC/2345
154,Above Fund Returns are after deduction of Fund Management Charges (FMC),,4,table_1,SAMPLE_FUND,123/ABC/2345
155,TOP 10 EQUITIES IN THE FUND,,4,table_1,SAMPLE_FUND,123/ABC/2345
156,Security Name,% of AUM,4,table_1,SAMPLE_FUND,123/ABC/2345
157,HOUSING DEVELOPMENT FINANCE CORP BANK,6.43%,4,table_1,SAMPLE_FUND,123/ABC/2345
